SalesDate,Sales
2013-01-31,167028
2013-02-28,161278
2013-03-31,187596
2013-04-30,171927
2013-05-31,175299
2013-06-30,170783
2013-07-31,198871
2013-08-31,195764
2013-09-30,168798
2013-10-31,171776
2013-11-30,183640
2013-12-31,213119
2014-01-31,175804
2014-02-28,166832
2014-03-31,181484
2014-04-30,158036
2014-05-31,161804
2014-06-30,164245
2014-07-31,181087
2014-08-31,172550
2014-09-30,165208
2014-10-31,162413
2014-11-30,172658
2014-12-31,190625
2015-01-31,166202
2015-02-28,144275
2015-03-31,164771
2015-04-30,158308
2015-05-31,156555
2015-06-30,166647
2015-07-31,179590
