SalesDate,Sales
2013-01-31,96644
2013-02-28,91958
2013-03-31,105252
2013-04-30,98674
2013-05-31,97685
2013-06-30,91718
2013-07-31,112863
2013-08-31,98977
2013-09-30,93710
2013-10-31,99104
2013-11-30,98564
2013-12-31,112011
2014-01-31,101629
2014-02-28,97956
2014-03-31,104366
2014-04-30,104832
2014-05-31,100877
2014-06-30,101761
2014-07-31,107498
2014-08-31,99635
2014-09-30,103517
2014-10-31,101889
2014-11-30,104973
2014-12-31,116405
2015-01-31,103041
2015-02-28,92047
2015-03-31,100301
2015-04-30,93756
2015-05-31,85396
2015-06-30,99362
2015-07-31,94583
