SalesDate,Sales
2013-01-31,125944
2013-02-28,115923
2013-03-31,139809
2013-04-30,129291
2013-05-31,128416
2013-06-30,121556
2013-07-31,139724
2013-08-31,127667
2013-09-30,126319
2013-10-31,126247
2013-11-30,133856
2013-12-31,162094
2014-01-31,132236
2014-02-28,123407
2014-03-31,139464
2014-04-30,132963
2014-05-31,130896
2014-06-30,135908
2014-07-31,133296
2014-08-31,121488
2014-09-30,137012
2014-10-31,125668
2014-11-30,137687
2014-12-31,159505
2015-01-31,137016
2015-02-28,116640
2015-03-31,143447
2015-04-30,130348
2015-05-31,121667
2015-06-30,141732
2015-07-31,132060
