SalesDate,Sales
2013-01-31,102934
2013-02-28,99669
2013-03-31,123403
2013-04-30,125323
2013-05-31,117956
2013-06-30,119599
2013-07-31,129935
2013-08-31,135000
2013-09-30,110092
2013-10-31,120106
2013-11-30,132609
2013-12-31,155693
2014-01-31,122021
2014-02-28,117312
2014-03-31,130272
2014-04-30,132197
2014-05-31,123811
2014-06-30,112525
2014-07-31,128434
2014-08-31,113024
2014-09-30,122482
2014-10-31,125428
2014-11-30,137021
2014-12-31,160016
2015-01-31,133091
2015-02-28,124556
2015-03-31,138682
2015-04-30,136292
2015-05-31,128410
2015-06-30,135208
2015-07-31,150678
