SalesDate,Sales
2013-01-31,117549
2013-02-28,111760
2013-03-31,130482
2013-04-30,114772
2013-05-31,122811
2013-06-30,115303
2013-07-31,140652
2013-08-31,138188
2013-09-30,119860
2013-10-31,143819
2013-11-30,127547
2013-12-31,165355
2014-01-31,130892
2014-02-28,125124
2014-03-31,134215
2014-04-30,141800
2014-05-31,142903
2014-06-30,140179
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,150016
2015-02-28,139736
2015-03-31,156100
2015-04-30,154365
2015-05-31,147297
2015-06-30,163130
2015-07-31,170103
