SalesDate,Sales
2013-01-31,217939
2013-02-28,199633
2013-03-31,235359
2013-04-30,208273
2013-05-31,219297
2013-06-30,213886
2013-07-31,238394
2013-08-31,226970
2013-09-30,189573
2013-10-31,222653
2013-11-30,233742
2013-12-31,295674
2014-01-31,222702
2014-02-28,211956
2014-03-31,229244
2014-04-30,219455
2014-05-31,229013
2014-06-30,220043
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,243124
2015-02-28,215265
2015-03-31,128399
2015-04-30,220435
2015-05-31,221877
2015-06-30,230157
2015-07-31,243947
