SalesDate,Sales
2013-01-31,194032
2013-02-28,182853
2013-03-31,212662
2013-04-30,197968
2013-05-31,197561
2013-06-30,188231
2013-07-31,191891
2013-08-31,195846
2013-09-30,177031
2013-10-31,185213
2013-11-30,189906
2013-12-31,206107
2014-01-31,185758
2014-02-28,177560
2014-03-31,180023
2014-04-30,176416
2014-05-31,216727
2014-06-30,45621
2014-07-31,187623
2014-08-31,158844
2014-09-30,158497
2014-10-31,160444
2014-11-30,167378
2014-12-31,183143
2015-01-31,168149
2015-02-28,151221
2015-03-31,178593
2015-04-30,171651
2015-05-31,163345
2015-06-30,180476
2015-07-31,181721
