SalesDate,Sales
2013-01-31,200082
2013-02-28,184111
2013-03-31,237475
2013-04-30,204883
2013-05-31,226339
2013-06-30,213773
2013-07-31,250484
2013-08-31,242245
2013-09-30,224098
2013-10-31,235715
2013-11-30,244669
2013-12-31,271221
2014-01-31,230473
2014-02-28,210958
2014-03-31,239471
2014-04-30,241442
2014-05-31,250413
2014-06-30,247208
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,269017
2015-02-28,234810
2015-03-31,265846
2015-04-30,258871
2015-05-31,263715
2015-06-30,283104
2015-07-31,289804
