SalesDate,Sales
2013-01-31,131295
2013-02-28,125717
2013-03-31,147717
2013-04-30,131576
2013-05-31,133867
2013-06-30,126913
2013-07-31,147138
2013-08-31,138730
2013-09-30,132505
2013-10-31,128906
2013-11-30,139533
2013-12-31,168246
2014-01-31,139091
2014-02-28,128447
2014-03-31,143882
2014-04-30,137311
2014-05-31,132658
2014-06-30,137969
2014-07-31,140832
2014-08-31,126691
2014-09-30,142121
2014-10-31,133265
2014-11-30,143961
2014-12-31,165991
2015-01-31,140336
2015-02-28,126626
2015-03-31,151391
2015-04-30,139700
2015-05-31,129074
2015-06-30,148905
2015-07-31,141632
