SalesDate,Sales
2013-01-31,185800
2013-02-28,171555
2013-03-31,193045
2013-04-30,185166
2013-05-31,182068
2013-06-30,179242
2013-07-31,198978
2013-08-31,187666
2013-09-30,173604
2013-10-31,190053
2013-11-30,199740
2013-12-31,217241
2014-01-31,186811
2014-02-28,177671
2014-03-31,192205
2014-04-30,178561
2014-05-31,177475
2014-06-30,173675
2014-07-31,194145
2014-08-31,177389
2014-09-30,181409
2014-10-31,193207
2014-11-30,194320
2014-12-31,214414
2015-01-31,182137
2015-02-28,167798
2015-03-31,189800
2015-04-30,182100
2015-05-31,167919
2015-06-30,171245
2015-07-31,171673
