SalesDate,Sales
2013-01-31,151230
2013-02-28,141494
2013-03-31,175687
2013-04-30,153940
2013-05-31,164290
2013-06-30,148291
2013-07-31,179680
2013-08-31,166161
2013-09-30,146721
2013-10-31,147840
2013-11-30,165733
2013-12-31,209683
2014-01-31,157360
2014-02-28,153359
2014-03-31,160171
2014-04-30,166498
2014-05-31,166646
2014-06-30,168221
2014-07-31,177051
2014-08-31,166828
2014-09-30,169219
2014-10-31,164681
2014-11-30,188021
2014-12-31,213641
2015-01-31,177090
2015-02-28,154459
2015-03-31,176786
2015-04-30,172536
2015-05-31,165474
2015-06-30,181339
2015-07-31,187136
