SalesDate,Sales
2013-01-31,148316
2013-02-28,139574
2013-03-31,163396
2013-04-30,160459
2013-05-31,147954
2013-06-30,141067
2013-07-31,164378
2013-08-31,170979
2013-09-30,142612
2013-10-31,187478
2013-11-30,169595
2013-12-31,195564
2014-01-31,159901
2014-02-28,148700
2014-03-31,161865
2014-04-30,162271
2014-05-31,159030
2014-06-30,160727
2014-07-31,168197
2014-08-31,157762
2014-09-30,162359
2014-10-31,158695
2014-11-30,168966
2014-12-31,197597
2015-01-31,165411
2015-02-28,145335
2015-03-31,178150
2015-04-30,168466
2015-05-31,160649
2015-06-30,175990
2015-07-31,167945
